aggregation;formula;dimension;layers;train_source;train_size_range;test_source;test_size_range;num_epochs;has_progress_log;final_train_acc;final_test_acc;acc_size_1-10;acc_size_11-20;acc_size_21-30;acc_size_31-40;acc_size_41-50;acc_size_51-60;acc_size_61-70;acc_size_71-80;acc_size_81-90;acc_size_91-100;acc_set_RG;acc_set_CG;acc_set_HC
mean;psi_7;9;9;CG;1-50;CG;51-100;2000;TRUE;0,6698;0,6915;;;;;;0,7079;0,7112;0,6873;0,683;0,6795;0,3264;0,686;0,4888
mean;psi_7;28;28;CG;1-50;CG;51-100;2000;TRUE;0,6698;0,6915;;;;;;0,7079;0,7112;0,6873;0,683;0,6795;0,3264;0,686;0,4888
mean;psi_7;10;10;CG;1-50;CG;51-100;2000;TRUE;0,6698;0,6915;;;;;;0,7079;0,7112;0,6873;0,683;0,6795;0,3264;0,686;0,4888
mean;psi_7;31;31;CG;1-50;CG;51-100;2000;TRUE;0,6698;0,6915;;;;;;0,7079;0,7112;0,6873;0,683;0,6795;0,3264;0,686;0,4888
mean;psi_8;6;6;CG;1-50;CG;51-100;1;FALSE;1;1;;;;;;1;1;1;1;1;0,9608;1;0,8856
mean;psi_8;19;19;CG;1-50;CG;51-100;1;FALSE;1;1;;;;;;1;1;1;1;1;0,9608;1;0,8856
mean;psi_8;7;7;CG;1-50;CG;51-100;1;FALSE;1;1;;;;;;1;1;1;1;1;0,9608;1;0,8856
mean;psi_8;22;22;CG;1-50;CG;51-100;1;FALSE;1;1;;;;;;1;1;1;1;1;0,9608;1;0,8856
mean;psi_8;8;8;CG;1-50;CG;51-100;1;FALSE;1;1;;;;;;1;1;1;1;1;0,9608;1;0,8856
mean;psi_8;25;25;CG;1-50;CG;51-100;1;FALSE;1;1;;;;;;1;1;1;1;1;0,9608;1;0,8856
mean;psi_8;9;9;CG;1-50;CG;51-100;1;FALSE;1;1;;;;;;1;1;1;1;1;0,9608;1;0,8856
mean;psi_8;28;28;CG;1-50;CG;51-100;1;FALSE;1;1;;;;;;1;1;1;1;1;0,9608;1;0,8856
mean;psi_8;10;10;CG;1-50;CG;51-100;1;FALSE;1;1;;;;;;1;1;1;1;1;0,9608;1;0,8856
mean;psi_8;31;31;CG;1-50;CG;51-100;1;FALSE;1;1;;;;;;1;1;1;1;1;0,9608;1;0,8856
mean;psi_9;2;2;CG;1-50;CG;51-100;2000;TRUE;0,9624;0,9648;;;;;;0,9695;0,9739;0,9697;0,9615;0,9551;0,3785;0,9642;0,652
mean;psi_9;7;7;CG;1-50;CG;51-100;2000;TRUE;0,9624;0,9648;;;;;;0,9695;0,9739;0,9697;0,9615;0,9551;0,3971;0,9642;0,7851
mean;psi_9;3;3;CG;1-50;CG;51-100;2000;TRUE;0,9624;0,9648;;;;;;0,9695;0,9739;0,9697;0,9615;0,9551;0,3971;0,9642;0,7851
mean;psi_9;10;10;CG;1-50;CG;51-100;2000;TRUE;0,9624;0,9648;;;;;;0,9695;0,9739;0,9697;0,9615;0,9551;0,3971;0,9642;0,7851
mean;psi_9;4;4;CG;1-50;CG;51-100;2000;TRUE;0,9624;0,9648;;;;;;0,9695;0,9739;0,9697;0,9615;0,9551;0,3971;0,9642;0,7851
mean;psi_9;13;13;CG;1-50;CG;51-100;2000;TRUE;0,9624;0,9648;;;;;;0,9695;0,9739;0,9697;0,9615;0,9551;0,3971;0,9642;0,7851
mean;psi_9;5;5;CG;1-50;CG;51-100;2000;TRUE;0,9624;0,9648;;;;;;0,9695;0,9739;0,9697;0,9615;0,9551;0,3971;0,9642;0,7851
mean;psi_9;16;16;CG;1-50;CG;51-100;2000;TRUE;0,9624;0,9648;;;;;;0,9695;0,9739;0,9697;0,9615;0,9551;0,3971;0,9642;0,7851
mean;psi_10;2;2;CG;1-50;CG;51-100;2000;TRUE;0,9765;0,9807;;;;;;0,9857;0,9892;0,9828;0,9767;0,9739;0,7705;0,9796;0,8307
mean;psi_10;7;7;CG;1-50;CG;51-100;2000;TRUE;0,9765;0,9807;;;;;;0,9857;0,9892;0,9828;0,9767;0,9739;0,8147;0,9796;0,9093
mean;psi_10;3;3;CG;1-50;CG;51-100;2000;TRUE;0,9765;0,9807;;;;;;0,9857;0,9892;0,9828;0,9767;0,9739;0,8147;0,9796;0,9093
mean;psi_10;10;10;CG;1-50;CG;51-100;2000;TRUE;0,9765;0,9807;;;;;;0,9857;0,9892;0,9828;0,9767;0,9739;0,8147;0,9796;0,9093
mean;psi_10;4;4;CG;1-50;CG;51-100;2000;TRUE;0,9765;0,9807;;;;;;0,9857;0,9892;0,9828;0,9767;0,9739;0,8147;0,9796;0,9093
mean;psi_10;13;13;CG;1-50;CG;51-100;2000;TRUE;0,9765;0,9807;;;;;;0,9857;0,9892;0,9828;0,9767;0,9739;0,8147;0,9796;0,9093
mean;psi_10;5;5;CG;1-50;CG;51-100;2000;TRUE;0,9765;0,9807;;;;;;0,9857;0,9892;0,9828;0,9767;0,9739;0,8147;0,9796;0,9093
mean;psi_10;16;16;CG;1-50;CG;51-100;2000;TRUE;0,9765;0,9807;;;;;;0,9857;0,9892;0,9828;0,9767;0,9739;0,8147;0,9796;0,9093
mean;psi_11;2;2;CG;1-50;CG;51-100;2000;TRUE;0,7574;0,761;;;;;;0,7688;0,7481;0,7704;0,7751;0,7453;0,2305;0,7601;0,4944
mean;psi_11;7;7;CG;1-50;CG;51-100;2000;TRUE;0,7246;0,6915;;;;;;0,6882;0,6928;0,6913;0,6911;0,6931;0,1439;0,6999;0,3488
mean;psi_11;3;3;CG;1-50;CG;51-100;2000;TRUE;0,8638;0,8467;;;;;;0,8423;0,8495;0,8456;0,8473;0,8476;0,2023;0,851;0,3618
mean;psi_11;10;10;CG;1-50;CG;51-100;2000;TRUE;0,6839;0,6963;;;;;;0,6953;0,6943;0,6966;0,697;0,6973;0,9582;0,6931;0,68
mean;psi_11;4;4;CG;1-50;CG;51-100;2000;TRUE;0,8764;0,8647;;;;;;0,8799;0,8925;0,8694;0,8543;0,8424;0,0652;0,8676;0,4796
mean;psi_11;13;13;CG;1-50;CG;51-100;2000;TRUE;0,9218;0,9249;;;;;;0,9355;0,9447;0,9142;0,9184;0,9196;0,0569;0,9241;0,4817
mean;psi_11;5;5;CG;1-50;CG;51-100;2000;TRUE;0,8537;0,8113;;;;;;0,81;0,8126;0,8113;0,8112;0,8111;0,9526;0,822;0,5742
mean;psi_11;16;16;CG;1-50;CG;51-100;2000;TRUE;0,6839;0,6963;;;;;;0,6953;0,6943;0,6966;0,697;0,6973;0,96;0,6931;0,7122
mean;psi_11;6;6;CG;1-50;CG;51-100;2000;TRUE;0,9319;0,9096;;;;;;0,9462;0,9432;0,9103;0,8951;0,8779;0,3423;0,9152;0,3012
mean;psi_11;19;19;CG;1-50;CG;51-100;2000;TRUE;0,6839;0,6963;;;;;;0,6953;0,6943;0,6966;0,697;0,6973;0,9461;0,6931;0,6765
mean;psi_12;2;2;CG;1-50;CG;51-100;2000;TRUE;0,7058;0,7063;;;;;;0,7025;0,7112;0,7098;0,7075;0,7015;0,0941;0,7062;0,509
mean;psi_12;7;7;CG;1-50;CG;51-100;2000;TRUE;0,9476;0,9429;;;;;;0,948;0,9447;0,942;0,9417;0,9405;0,5212;0,9441;0,4651
mean;psi_12;3;3;CG;1-50;CG;51-100;2000;TRUE;0,7058;0,7063;;;;;;0,7025;0,7112;0,7098;0,7075;0,7015;0,0908;0,7062;0,4809
mean;psi_12;10;10;CG;1-50;CG;51-100;2000;TRUE;0,7254;0,7341;;;;;;0,7348;0,7419;0,7348;0,7319;0,7296;0,5206;0,7319;0,5515
mean;psi_12;4;4;CG;1-50;CG;51-100;2000;TRUE;0,8811;0,867;;;;;;0,8638;0,8786;0,8668;0,8683;0,8601;0,1793;0,8706;0,4871
mean;psi_12;13;13;CG;1-50;CG;51-100;2000;TRUE;0,9061;0,8818;;;;;;0,905;0,9109;0,8826;0,8718;0,857;0,1706;0,888;0,5017
mean;psi_12;5;5;CG;1-50;CG;51-100;2000;TRUE;0,7058;0,7063;;;;;;0,7025;0,7112;0,7098;0,7075;0,7015;0,0939;0,7062;0,5145
mean;psi_12;16;16;CG;1-50;CG;51-100;2000;TRUE;0,9351;0,9088;;;;;;0,9373;0,9386;0,9063;0,8963;0,8852;0,5579;0,9154;0,59
mean;psi_13;2;2;CG;1-50;CG;51-100;528;TRUE;1;0,9992;;;;;;1;1;0,9987;0,9988;0,999;0,799;0,9994;0,8066
mean;psi_13;7;7;CG;1-50;CG;51-100;667;TRUE;1;1;;;;;;1;1;1;1;1;0,7806;1;0,8955
mean;psi_13;3;3;CG;1-50;CG;51-100;2000;TRUE;0,989;0,9913;;;;;;0,991;0,9923;0,9934;0,9907;0,9896;0,7374;0,9907;0,8513
mean;psi_13;10;10;CG;1-50;CG;51-100;2000;TRUE;0,5806;0,5887;;;;;;0,5753;0,5776;0,5871;0,5944;0,6002;0,4364;0,5866;0,4916
mean;psi_13;4;4;CG;1-50;CG;51-100;2000;TRUE;0,9523;0,9736;;;;;;0,9695;0,9739;0,9776;0,9744;0,9718;0,6805;0,9682;0,6763
mean;psi_13;13;13;CG;1-50;CG;51-100;2000;TRUE;0,8059;0,7967;;;;;;0,7885;0,7911;0,7942;0,7995;0,8048;0,5751;0,7991;0,607
mean;psi_13;5;5;CG;1-50;CG;51-100;2000;TRUE;0,8388;0,8414;;;;;;0,8387;0,8418;0,8404;0,8427;0,8424;0,5692;0,8407;0,6557
mean;psi_13;16;16;CG;1-50;CG;51-100;2000;TRUE;0,8341;0,8274;;;;;;0,8369;0,8449;0,8285;0,8205;0,8152;0,5559;0,8291;0,636
mean;psi_14;2;2;CG;1-50;CG;51-100;2000;TRUE;0,8044;0,8195;;;;;;0,819;0,8172;0,8179;0,8205;0,8215;0,9808;0,8156;0,8813
mean;psi_14;7;7;CG;1-50;CG;51-100;2000;TRUE;0,9961;0,9987;;;;;;0,9982;0,9985;0,9987;0,9988;0,999;0,9834;0,998;0,9149
mean;psi_14;3;3;CG;1-50;CG;51-100;2000;TRUE;0,9452;0,9485;;;;;;0,948;0,9478;0,9485;0,9487;0,9489;0,9843;0,9476;0,9131
mean;psi_14;10;10;CG;1-50;CG;51-100;2000;TRUE;0,8044;0,8195;;;;;;0,819;0,8172;0,8179;0,8205;0,8215;0,9834;0,8156;0,9008
mean;psi_14;4;4;CG;1-50;CG;51-100;2000;TRUE;0,9937;0,9984;;;;;;0,9982;0,9985;0,9974;0,9988;0,999;0,9847;0,9972;0,9145
mean;psi_14;13;13;CG;1-50;CG;51-100;2000;TRUE;0,8044;0,8195;;;;;;0,819;0,8172;0,8179;0,8205;0,8215;0,9834;0,8156;0,9008
mean;psi_14;5;5;CG;1-50;CG;51-100;2000;TRUE;0,9945;0,9981;;;;;;0,9982;0,9985;0,9974;0,9977;0,999;0,9756;0,9972;0,8392
mean;psi_14;16;16;CG;1-50;CG;51-100;2000;TRUE;0,8044;0,8195;;;;;;0,819;0,8172;0,8179;0,8205;0,8215;0,9834;0,8156;0,9008
mean;psi_15;3;3;CG;1-50;CG;51-100;2000;TRUE;0,9515;0,9699;;;;;;0,9642;0,9708;0,9736;0,9709;0,9687;0,1651;0,9652;0,5475
mean;psi_15;10;10;CG;1-50;CG;51-100;2000;TRUE;0,8803;0,8969;;;;;;0,8943;0,8955;0,9011;0,8963;0,8967;0,212;0,8927;0,5601
mean;psi_15;4;4;CG;1-50;CG;51-100;2000;TRUE;0,9053;0,926;;;;;;0,9247;0,9278;0,9288;0,9242;0,9248;0,3173;0,9208;0,6451
mean;psi_15;13;13;CG;1-50;CG;51-100;2000;TRUE;0,9937;0,995;;;;;;0,9946;0,9954;0,9934;0,9953;0,9958;0,5268;0,9947;0,6026
mean;psi_15;5;5;CG;1-50;CG;51-100;2000;TRUE;0,9906;0,9934;;;;;;0,991;0,9923;0,9934;0,9942;0,9948;0,2392;0,9927;0,6077
mean;psi_15;16;16;CG;1-50;CG;51-100;2000;TRUE;0,7864;0,7991;;;;;;0,7975;0,7972;0,8034;0,7984;0,7985;0,1508;0,7959;0,5455
mean;psi_15;6;6;CG;1-50;CG;51-100;2000;TRUE;0,7864;0,7991;;;;;;0,7975;0,7972;0,8034;0,7984;0,7985;0,1508;0,7959;0,5455
mean;psi_15;19;19;CG;1-50;CG;51-100;2000;TRUE;0,7864;0,7991;;;;;;0,7975;0,7972;0,8034;0,7984;0,7985;0,1508;0,7959;0,5455
mean;psi_15;7;7;CG;1-50;CG;51-100;2000;TRUE;0,9851;0,9934;;;;;;0,991;0,9939;0,9934;0,9942;0,9937;0,237;0,9913;0,5264
mean;psi_15;22;22;CG;1-50;CG;51-100;2000;TRUE;0,7864;0,7991;;;;;;0,7975;0,7972;0,8034;0,7984;0,7985;0,1508;0,7959;0,5455
mean;psi_16;2;2;CG;1-50;CG;51-100;2000;TRUE;0,9883;0,9828;;;;;;0,9534;0,9969;0,9974;0,9592;1;0,9653;0,9842;0,7426
mean;psi_16;7;7;CG;1-50;CG;51-100;2000;TRUE;0,9914;0,9833;;;;;;0,9534;0,9969;1;0,9592;1;0,9631;0,9854;0,7399
mean;psi_16;3;3;CG;1-50;CG;51-100;2000;TRUE;0,9906;0,9833;;;;;;0,9534;0,9969;1;0,9592;1;0,9633;0,9852;0,7446
mean;psi_16;10;10;CG;1-50;CG;51-100;2000;TRUE;0,9249;0,9278;;;;;;0,8961;0,9401;0,9446;0,9044;0,9457;0,9649;0,9271;0,6725
mean;psi_16;4;4;CG;1-50;CG;51-100;2000;TRUE;0,9953;0,9844;;;;;;0,957;1;1;0,9592;1;0,9637;0,9872;0,7409
mean;psi_16;13;13;CG;1-50;CG;51-100;2000;TRUE;0,9249;0,9278;;;;;;0,8961;0,9401;0,9446;0,9044;0,9457;0,9631;0,9271;0,7395
mean;psi_16;5;5;CG;1-50;CG;51-100;2000;TRUE;0,9914;0,9833;;;;;;0,9534;0,9969;1;0,9592;1;0,9631;0,9854;0,7421
mean;psi_16;16;16;CG;1-50;CG;51-100;2000;TRUE;0,6103;0,5908;;;;;;0,5645;0,6022;0,6082;0,5664;0,6065;0,9631;0,5957;0,7391
mean;psi_16;6;6;CG;1-50;CG;51-100;2000;TRUE;0,9961;0,9878;;;;;;0,9677;0,9969;0,9987;0,972;0,999;0,9826;0,9899;0,8854
mean;psi_16;19;19;CG;1-50;CG;51-100;2000;TRUE;0,6103;0,5908;;;;;;0,5645;0,6022;0,6082;0,5664;0,6065;0,9631;0,5957;0,7391
max;psi_1;2;2;HC;1-50;HC;51-100;1800;TRUE;1;1;;;;;;1;1;1;1;1;1;1;1
max;psi_1;3;3;HC;1-50;HC;51-100;128;TRUE;1;1;;;;;;1;1;1;1;1;1;1;1
max;psi_1;4;4;HC;1-50;HC;51-100;327;TRUE;1;1;;;;;;1;1;1;1;1;1;1;1
max;psi_2;2;2;HC;1-50;HC;51-100;1767;TRUE;1;1;;;;;;1;1;1;1;1;1;1;1
max;psi_2;3;3;HC;1-50;HC;51-100;2000;TRUE;0,7776;0,8343;;;;;;0,809;0,8313;0,7457;0,869;0,8913;0,9455;0,6137;0,8199
max;psi_2;4;4;HC;1-50;HC;51-100;2000;TRUE;0,9984;0,9971;;;;;;1;1;0,9973;0,993;0,9968;0,999;1;0,9974
max;psi_2;5;5;HC;1-50;HC;51-100;2000;TRUE;0,6392;0,704;;;;;;0,7401;0,7147;0,506;0,8047;0,7409;0,9271;0,6137;0,6875
max;psi_3;2;2;HC;1-50;HC;51-100;2000;TRUE;0,9479;0,9486;;;;;;0,9707;0,9402;0,9374;0,9649;0,935;0,9836;1;0,9484
max;psi_3;3;3;HC;1-50;HC;51-100;2000;TRUE;0,9479;0,9486;;;;;;0,9707;0,9402;0,9374;0,9649;0,935;0,9836;1;0,9484
max;psi_3;4;4;HC;1-50;HC;51-100;2000;TRUE;0,9479;0,9486;;;;;;0,9707;0,9402;0,9374;0,9649;0,935;0,9836;1;0,9484
max;psi_3;5;5;HC;1-50;HC;51-100;2000;TRUE;0,9479;0,9486;;;;;;0,9707;0,9402;0,9374;0,9649;0,935;0,9836;1;0,9484
max;psi_3;6;6;HC;1-50;HC;51-100;2000;TRUE;0,9868;0,9809;;;;;;0,9897;0,9724;0,9827;0,9906;0,9712;0,9871;1;0,9824
max;psi_4;2;2;HC;1-50;HC;51-100;2000;TRUE;0,8942;0,9275;;;;;;0,9329;0,9187;0,964;0,9099;0,9168;0,9223;0,8356;0,919
max;psi_4;3;3;HC;1-50;HC;51-100;2000;TRUE;0,8942;0,9275;;;;;;0,9329;0,9187;0,964;0,9099;0,9168;0,9223;0,8356;0,919
max;psi_4;4;4;HC;1-50;HC;51-100;2000;TRUE;0,9953;0,9913;;;;;;0,9948;0,9877;0,9973;0,9801;0,9968;0,9796;0,952;0,9923
max;psi_4;5;5;HC;1-50;HC;51-100;2000;TRUE;0,8942;0,9275;;;;;;0,9329;0,9187;0,964;0,9099;0,9168;0,9223;0,8356;0,919
max;psi_4;6;6;HC;1-50;HC;51-100;2000;TRUE;0,8942;0,9275;;;;;;0,9329;0,9187;0,964;0,9099;0,9168;0,9223;0,8356;0,919
max;psi_5;2;2;HC;1-50;HC;51-100;2000;TRUE;0,9393;0,9579;;;;;;0,9466;0,9647;0,9521;0,9696;0,9542;0,9946;1;0,9532
max;psi_5;3;3;HC;1-50;HC;51-100;2000;TRUE;0,9393;0,9579;;;;;;0,9466;0,9647;0,9521;0,9696;0,9542;0,9946;1;0,9532
max;psi_5;4;4;HC;1-50;HC;51-100;1705;TRUE;0,9969;1;;;;;;1;1;1;1;1;0,9996;1;0,9992
max;psi_5;5;5;HC;1-50;HC;51-100;1053;TRUE;0,9969;1;;;;;;1;1;1;1;1;0,9996;1;0,9992
max;psi_5;6;6;HC;1-50;HC;51-100;2000;TRUE;0,9642;0,9674;;;;;;0,9725;0,9693;0,9574;0,9743;0,9648;0,9964;1;0,9666
max;psi_6;2;2;HC;1-50;HC;51-100;2000;TRUE;0,8896;0,9224;;;;;;0,9053;0,9279;0,9108;0,931;0,9307;0,9386;0,9087;0,9141
max;psi_6;3;3;HC;1-50;HC;51-100;2000;TRUE;0,8896;0,9224;;;;;;0,9053;0,9279;0,9108;0,931;0,9307;0,9386;0,9087;0,9141
max;psi_6;4;4;HC;1-50;HC;51-100;2000;TRUE;0,8896;0,9224;;;;;;0,9053;0,9279;0,9108;0,931;0,9307;0,9386;0,9087;0,9141
max;psi_6;5;5;HC;1-50;HC;51-100;2000;TRUE;0,9448;0,9553;;;;;;0,938;0,9586;0,9467;0,9579;0,968;0,9457;0,97;0,9526
max;psi_6;6;6;HC;1-50;HC;51-100;2000;TRUE;0,8896;0,9224;;;;;;0,9053;0,9279;0,9108;0,931;0,9307;0,9386;0,9087;0,9141
max;psi_7;6;6;HC;1-50;HC;51-100;2000;TRUE;0,9308;0,7498;;;;;;0,7762;0,7255;0,8469;0,6409;0,7719;0,7025;0,8046;0,7958
max;psi_7;7;7;HC;1-50;HC;51-100;2000;TRUE;0,944;0,7969;;;;;;0,8072;0,7592;0,8722;0,6573;0,8838;0,7008;0,8569;0,8343
max;psi_7;8;8;HC;1-50;HC;51-100;2000;TRUE;0,9059;0,8176;;;;;;0,7745;0,8374;0,8575;0,7287;0,8795;0,7013;0,8046;0,84
max;psi_7;9;9;HC;1-50;HC;51-100;2000;TRUE;0,9642;0,8406;;;;;;0,8055;0,8712;0,8802;0,7404;0,9009;0,7021;0,9532;0,872
max;psi_7;10;10;HC;1-50;HC;51-100;2000;TRUE;0,9712;0,883;;;;;;0,8726;0,8865;0,9201;0,8117;0,9222;0,7019;0,8569;0,9054
max;psi_8;6;6;HC;1-50;HC;51-100;2000;TRUE;0,9806;0,9862;;;;;;0,9811;0,9862;0,9867;0,9871;0,9883;0,9768;0,998;0,9848
max;psi_8;7;7;HC;1-50;HC;51-100;2000;TRUE;0,9938;0,9881;;;;;;0,9897;0,9862;0,9867;0,9883;0,9893;0,9943;1;0,9895
max;psi_8;8;8;HC;1-50;HC;51-100;1790;TRUE;0,9984;0,9987;;;;;;1;1;0,9973;0,9977;0,9989;0,9952;1;0,9986
max;psi_8;9;9;HC;1-50;HC;51-100;2000;TRUE;0,9611;0,964;;;;;;0,9811;0,9387;0,972;0,9778;0,952;0,9671;1;0,9633
max;psi_8;10;10;HC;1-50;HC;51-100;2000;TRUE;0,9922;0,987;;;;;;0,9983;0,9877;0,9893;0,9813;0,9829;0,9893;0,9496;0,9883
max;psi_9;2;2;HC;1-50;HC;51-100;2000;TRUE;0,8958;0,7474;;;;;;0,7952;0,796;0,7337;0,7135;0,726;0,3971;0,9642;0,7851
max;psi_9;3;3;HC;1-50;HC;51-100;2000;TRUE;0,8958;0,7474;;;;;;0,7952;0,796;0,7337;0,7135;0,726;0,3971;0,9642;0,7851
max;psi_9;4;4;HC;1-50;HC;51-100;2000;TRUE;0,8958;0,7474;;;;;;0,7952;0,796;0,7337;0,7135;0,726;0,3971;0,9642;0,7851
max;psi_9;5;5;HC;1-50;HC;51-100;2000;TRUE;0,8958;0,7474;;;;;;0,7952;0,796;0,7337;0,7135;0,726;0,3971;0,9642;0,7851
max;psi_10;2;2;HC;1-50;HC;51-100;2000;TRUE;0,9378;0,8997;;;;;;0,9122;0,8926;0,9188;0,9053;0,8763;0,8147;0,9796;0,9093
max;psi_10;3;3;HC;1-50;HC;51-100;2000;TRUE;0,9378;0,8997;;;;;;0,9122;0,8926;0,9188;0,9053;0,8763;0,8147;0,9796;0,9093
max;psi_10;4;4;HC;1-50;HC;51-100;2000;TRUE;0,9378;0,8997;;;;;;0,9122;0,8926;0,9188;0,9053;0,8763;0,8147;0,9796;0,9093
max;psi_10;5;5;HC;1-50;HC;51-100;2000;TRUE;0,9378;0,8997;;;;;;0,9122;0,8926;0,9188;0,9053;0,8763;0,8147;0,9796;0,9093
max;psi_11;2;2;HC;1-50;HC;51-100;2000;TRUE;0,8266;0,7805;;;;;;0,7143;0,8021;0,727;0,8246;0,8092;0,8641;0,3246;0,7922
max;psi_11;3;3;HC;1-50;HC;51-100;2000;TRUE;0,6773;0,4369;;;;;;0,4148;0,4049;0,5073;0,3965;0,4531;0,0567;0,3069;0,4979
max;psi_11;4;4;HC;1-50;HC;51-100;2000;TRUE;0,8305;0,7577;;;;;;0,7625;0,7439;0,7843;0,7509;0,7495;0,886;0,2723;0,7762
max;psi_11;5;5;HC;1-50;HC;51-100;2000;TRUE;0,6773;0,4369;;;;;;0,4148;0,4049;0,5073;0,3965;0,4531;0,0567;0,3069;0,4979
max;psi_11;6;6;HC;1-50;HC;51-100;2000;TRUE;0,9681;0,9738;;;;;;0,9432;0,9816;0,976;0,9731;0,9861;0,9875;0,3227;0,9723
max;psi_12;2;2;HC;1-50;HC;51-100;2000;TRUE;0,8375;0,8631;;;;;;0,8812;0,7914;0,9095;0,7965;0,9254;0,9473;0,757;0,8566
max;psi_12;3;3;HC;1-50;HC;51-100;2000;TRUE;0,7621;0,7784;;;;;;0,7126;0,7761;0,7057;0,8269;0,8348;0,8452;0,8285;0,7742
max;psi_12;4;4;HC;1-50;HC;51-100;2000;TRUE;0,5894;0,489;;;;;;0,4871;0,5153;0,5859;0,4339;0,4446;0,0939;0,7062;0,5145
max;psi_12;5;5;HC;1-50;HC;51-100;2000;TRUE;0,8561;0,8848;;;;;;0,8313;0,9018;0,9095;0,8959;0,8763;0,9407;0,7165;0,8775
max;psi_13;2;2;HC;1-50;HC;51-100;2000;TRUE;0,9285;0,8509;;;;;;0,8606;0,8328;0,9201;0,8164;0,8337;0,6377;0,9949;0,8706
max;psi_13;3;3;HC;1-50;HC;51-100;2000;TRUE;0,4844;0,494;;;;;;0,4372;0,5429;0,4394;0,5088;0,5256;0,4364;0,5866;0,4916
max;psi_13;4;4;HC;1-50;HC;51-100;2000;TRUE;0,9432;0,8337;;;;;;0,8382;0,8282;0,8256;0,8269;0,8475;0,6742;0,9931;0,8615
max;psi_13;5;5;HC;1-50;HC;51-100;2000;TRUE;0,9502;0,8655;;;;;;0,8606;0,862;0,9161;0,8491;0,8454;0,691;0,9953;0,887
max;psi_14;2;2;HC;1-50;HC;51-100;2000;TRUE;0,8561;0,9161;;;;;;0,8795;0,9448;0,9481;0,9392;0,8721;0,9834;0,8156;0,9008
max;psi_14;3;3;HC;1-50;HC;51-100;2000;TRUE;0,8561;0,9161;;;;;;0,8795;0,9448;0,9481;0,9392;0,8721;0,9834;0,8156;0,9008
max;psi_14;4;4;HC;1-50;HC;51-100;1643;TRUE;0,9992;0,9987;;;;;;0,9948;0,9985;1;0,9988;1;0,999;0,9779;0,9988
max;psi_14;5;5;HC;1-50;HC;51-100;2000;TRUE;0,8561;0,9161;;;;;;0,8795;0,9448;0,9481;0,9392;0,8721;0,9834;0,8156;0,9008
max;psi_15;3;3;HC;1-50;HC;51-100;2000;TRUE;0,6221;0,5195;;;;;;0,5232;0,5429;0,6192;0,4444;0,4893;0,1508;0,7959;0,5455
max;psi_15;4;4;HC;1-50;HC;51-100;2000;TRUE;0,9051;0,8194;;;;;;0,8451;0,8574;0,8775;0,7333;0,8092;0,7346;0,8909;0,8412
max;psi_15;5;5;HC;1-50;HC;51-100;2000;TRUE;0,7768;0,8104;;;;;;0,7762;0,819;0,8296;0,8094;0,8113;0,8367;0,7817;0,8019
max;psi_15;6;6;HC;1-50;HC;51-100;2000;TRUE;0,9992;0,9979;;;;;;0,9966;0,9969;0,9973;0,9977;1;0,9974;1;0,9982
max;psi_15;7;7;HC;1-50;HC;51-100;2000;TRUE;0,7799;0,8398;;;;;;0,7418;0,8528;0,8455;0,8819;0,8486;0,9059;0,789;0,8246
max;psi_16;2;2;HC;1-50;HC;51-100;2000;TRUE;0,9743;0,9852;;;;;;0,9793;0,9801;0,9947;0,9848;0,9851;0,9933;0,9874;0,9824
max;psi_16;3;3;HC;1-50;HC;51-100;2000;TRUE;0,9106;0,932;;;;;;0,895;0,9325;0,968;0,9251;0,9318;0,9865;0,8362;0,9265
max;psi_16;4;4;HC;1-50;HC;51-100;2000;TRUE;0,9743;0,9852;;;;;;0,9793;0,9801;0,9947;0,9848;0,9851;0,9931;0,9874;0,9824
max;psi_16;5;5;HC;1-50;HC;51-100;2000;TRUE;0,9471;0,96;;;;;;0,9725;0,9617;0,9694;0,931;0,9701;0,9865;0,9874;0,9567
max;psi_16;6;6;HC;1-50;HC;51-100;2000;TRUE;0,9743;0,9823;;;;;;0,9776;0,9724;0,9933;0,9825;0,9829;0,9921;0,9874;0,9802
sum;psi_1;2;2;HC;1-50;HC;51-100;708;TRUE;0,9992;0,9968;;;;;;0,9983;0,9985;0,9947;0,9942;0,9989;0,9709;1;0,9974
sum;psi_1;3;3;HC;1-50;HC;51-100;434;TRUE;1;0,9997;;;;;;1;1;1;0,9988;1;0,9984;0,997;0,9998
sum;psi_1;4;4;HC;1-50;HC;51-100;829;TRUE;0,9992;0,9931;;;;;;0,9931;0,9985;0,988;0,9883;0,9979;0,9683;1;0,9947
sum;psi_2;2;2;HC;1-50;HC;51-100;548;TRUE;1;1;;;;;;1;1;1;1;1;1;1;1
sum;psi_2;3;3;HC;1-50;HC;51-100;2000;TRUE;0,9487;0,9542;;;;;;0,938;0,9555;0,9308;0,9673;0,9701;0,9798;0,9567;0,9528
sum;psi_2;4;4;HC;1-50;HC;51-100;2000;TRUE;0,6415;0,6524;;;;;;0,7108;0,7086;0,466;0,6632;0,7164;0,5511;0,6137;0,6496
sum;psi_2;5;5;HC;1-50;HC;51-100;2000;TRUE;0,9969;0,964;;;;;;0,9914;0,9969;0,8535;0,9988;0,9808;0,9889;0,8532;0,9723
sum;psi_3;2;2;HC;1-50;HC;51-100;2000;TRUE;0,9479;0,9486;;;;;;0,9707;0,9402;0,9374;0,9649;0,935;0,9792;1;0,9484
